relative_path,duration_sec,n_frames,fps
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَجَاجَةٌ (إِشَارَة 2).mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَخَلَ.mp4,2.360,59,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَخَّنَ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَجٌ.mp4,8.080,202,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَسَ (إِشَارَة 1).mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَسَ (إِشَارَة 2).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَّاجَةٌ نَارِيَّةٌ.mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرَّاجَةٌ هَوَائِيَّةٌ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَرْسٌ (إِشَارَة 1).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَشَّنَ.mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَغْدَغَ.mp4,6.520,163,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفَعَ.mp4,4.760,119,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفْتَرٌ (إِشَارَة 1).mp4,5.320,133,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفْتَرٌ (إِشَارَة 2).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَفْتَرٌ (إِشَارَة 3).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَلْوٌ.mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَمٌ (إِشَارَة 1).mp4,5.867,176,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَمٌ (إِشَارَة 2).mp4,5.033,151,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَمٌ (إِشَارَة 3).mp4,1.960,49,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَهِشَ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دَوَاءٌ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُبٌّ (إِشَارَة 1).mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُبٌّ (إِشَارَة 2).mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُرْجٌ.mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُلْفِينٌ.mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْلُجٌ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْيَةٌ (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْيَةٌ (إِشَارَة 2).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُمْيَةُ دُبٍّ.mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُودَةٌ (إِشَارَة 1).mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دُولاَرٌ.mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِبْلُومٌ.mp4,6.400,160,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِرْهَمٌ (إِشَارَة 1).mp4,5.920,148,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِرْهَمٌ (إِشَارَة 2).mp4,2.200,55,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِفَاعٌ (إِشَارَة 1).mp4,4.667,140,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِفَاعٌ (إِشَارَة 2).mp4,4.267,128,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِفَاعٌ (إِشَارَة 3).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِمَاغٌ (إِشَارَة 1).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِمَاغٌ (إِشَارَة 2).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِهَان.mp4,6.167,185,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِيكٌ (إِشَارَة 1).mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِيكٌ (إِشَارَة 2).mp4,5.467,164,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/دِيكٌ رُومِيٌّ.mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَاقَ.mp4,7.240,181,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَاكِرَةٌ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَقْنٌ.mp4,7.960,199,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَابًا وَإِيَّابًا.mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَبٌ (إِشَارَة 1).mp4,4.200,105,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَبٌ (إِشَارَة 2).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَهَبَ.mp4,2.560,64,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذَيْلٌ.mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذُبَابَةٌ (إِشَارَة 1).mp4,8.680,217,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذُرَةٌ.mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذِرَاعٌ.mp4,7.800,195,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/ذِئْبٌ.mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاجَعَ (إِشَارَة 1).mp4,6.100,183,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاجَعَ (إِشَارَة 2).mp4,3.440,86,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاجِلٌ.mp4,7.920,198,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاشِدٌ (إِشَارَة 1).mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاشِدٌ (إِشَارَة 2).mp4,3.080,77,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاقَبَ (إِشَارَة 1).mp4,4.120,103,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَاقَبَ (إِشَارَة 2).mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَأَى.mp4,2.240,56,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَأْسٌ (إِشَارَة 1).mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَأْسٌ (إِشَارَة 2).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَبِحَ.mp4,2.480,62,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَجُلٌ (إِشَارَة 1).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَسْمٌ.mp4,4.240,106,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَشَّ.mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَشْفَةٌ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَشْوَةٌ (إِشَارَة 1).mp4,4.680,117,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَصَّاصٌ.mp4,3.920,98,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَضَّاعَةٌ.mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَضِيعٌ (إِشَارَة 1).mp4,4.800,120,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَعْدٌ.mp4,5.480,137,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَفَضَ.mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَقَائِقُ بَطَاطِسٍ مَقْلِيَّةٍ (إِشَارَة 1).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَقَائِقُ حُبُوبِ الْإِفْطَارِ.mp4,4.760,119,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَقَصَ.mp4,3.800,95,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَكَلَ.mp4,4.560,114,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَكَّزَ.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَكِبَ.mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمَادِيٌّ (إِشَارَة 1).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمَضَانُ (إِشَارَة 1).mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمَضَانُ (إِشَارَة 2).mp4,3.480,87,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمْزٌ (إِشَارَة 1).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمْلٌ.mp4,7.567,227,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَمْيُ الرُّمْحِ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَوْضَةُ أَطْفَالٍ.mp4,4.840,121,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَئِيسُ المَطْبَخِ (إِشَارَة 1).mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رَئِيسُ جَوْقَة.mp4,4.720,118,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُبَّمَا.mp4,7.120,178,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُخْصَةُ السِّيَاقَةِ.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُكْبَةٌ.mp4,5.320,133,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُكْنٌ.mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُمَّان (إِشَارَة 1).mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رُوحٌ (إِشَارَة 1).mp4,5.440,136,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِجْلٌ.mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِزْقٌ (إِشَارَة 1).mp4,5.520,138,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِيحٌ.mp4,7.120,178,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِيَاضَةٌ.mp4,2.600,65,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِيَاضِيَّاتٌ.mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/رِئَةٌ.mp4,6.480,162,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَارَ (إِشَارَة 1).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَارَ (إِشَارَة 2).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَائِد.mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَبَادِي.mp4,4.760,119,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَبِيب (إِشَارَة 1).mp4,2.920,73,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَرَافَةٌ (إِشَارَة 1).mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَرَافَةٌ (إِشَارَة 2).mp4,5.120,128,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَرَعَ (إِشَارَة 1).mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَرَعَ (إِشَارَة 2).mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَرْبِيَّةٌ (إِشَارَة 1).mp4,4.680,117,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَرْعٌ.mp4,5.080,127,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَكَاةُ الْفِطْرِ (إِشَارَة 1).mp4,8.720,218,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَلِّيجٌ (إِشَارَة 1).mp4,6.433,193,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَمِيلُ (الْقِسْمِ) (إِشَارَة 1).mp4,7.200,180,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَهْرَةٌ (إِشَارَة 1).mp4,8.080,202,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَهْرَةٌ (إِشَارَة 2).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَوَاجٌ.mp4,3.200,80,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زَيْتُون (إِشَارَة 1).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زُبْدَةٌ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زُجَاجٌ (إِشَارَة 1).mp4,2.720,68,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زُحْلُوقَةٌ.mp4,5.640,141,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زُكَامٌ (إِشَارَة 1).mp4,2.880,72,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/زِرٌّ.mp4,3.600,90,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَابِقاً (إِشَارَة 1).mp4,3.360,84,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَاحَةُ الْمَدْرَسَةِ.mp4,4.920,123,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَاحِرٌ (إِشَارَة 1).mp4,5.467,164,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَاخِنٌ (إِشَارَة 1).mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَاخِنٌ (إِشَارَة 2).mp4,4.720,118,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَاعَةُ حَائِط.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَاعَةُ يَد (إِشَارَة 1).mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَاعَدَ (إِشَارَة 1).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَافَرَ (إِشَارَة 1).mp4,6.880,172,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَاهٍ.mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَأَلَ (إِشَارَة 1).mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَبَبٌ.mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَبَحَ.mp4,6.640,166,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَبُّورَةٌ (إِشَارَة 1).mp4,4.800,120,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَجَّادَةُ الصَّلَاةِ.mp4,4.160,104,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَحَابَةٌ (إِشَارَة 1).mp4,5.160,129,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَحَابَةٌ (إِشَارَة 2).mp4,5.480,137,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَخَّانُ مِيَاه.mp4,4.560,114,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَخِرَ (إِشَارَة 1).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَرَطَانٌ (حَيَوَانٌ بَحْرِيٌّ).mp4,3.720,93,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَرِيرٌ.mp4,4.040,101,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَرِيرُ طِفْلٍ (إِشَارَة 1).mp4,4.880,122,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَرِيعٌ.mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَطَّرَ.mp4,4.400,110,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَطْحٌ.mp4,5.440,136,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَفِينَةٌ.mp4,5.480,137,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَقَطَ.mp4,5.120,128,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَقْفٌ.mp4,6.240,156,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَكَتَ (إِشَارَة 1).mp4,3.840,96,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَكَنَ (إِشَارَة 1).mp4,4.733,142,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَكْسُوفُون.mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَلَا.mp4,3.520,88,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَلَطَةٌ.mp4,8.400,210,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَلَّفَ (إِشَارَة 1).mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَلَّفَ (إِشَارَة 3).mp4,5.000,125,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَلَّمَ (عَلَى).mp4,7.960,199,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَمَاءٌ (إِشَارَة 1).mp4,5.000,150,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَمَكٌ (إِشَارَة 1).mp4,2.840,71,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَمَكُ الرَّاي (إِشَارَة 1).mp4,5.200,130,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَمَكُ الْقِرْشِ (إِشَارَة 1).mp4,4.920,123,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَمَّاعَةُ الطَّبِيبِ.mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَمَّاعَةُ الْأَصَمِّ.mp4,3.640,91,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَمِعَ (إِشَارَة 1).mp4,3.320,83,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَمِعَ (إِشَارَة 2).mp4,4.267,128,30.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَنَةٌ.mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَنَوِيٌّ.mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَنُون.mp4,5.600,140,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَنْدَوِيش.mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَهْلٌ (إِشَارَة 1).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَهْلٌ (إِشَارَة 2).mp4,3.960,99,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَهْمٌ.mp4,4.320,108,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَيَّارَةٌ.mp4,2.760,69,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَيَّارَةُ الإِسْعَافِ (إِشَارَة 1).mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَيَّارَةُ الْمَطَافِئِ.mp4,9.440,236,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَيَّارَةُ أُجْرَةٍ (إِشَارَة 1).mp4,3.760,94,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَيِّئٌ (قَبِيحٌ).mp4,3.160,79,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سَيِّئَةٌ (إِشَارَة 1).mp4,4.080,102,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُدًى (غَيْرُ مُجْدٍ).mp4,3.120,78,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُدُسٌ.mp4,3.560,89,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُرَّةٌ.mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُعَالٌ.mp4,2.960,74,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُكَّرٌ (إِشَارَة 1).mp4,3.000,75,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُكَّرٌ (إِشَارَة 2).mp4,3.880,97,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُلٌّ.mp4,5.200,130,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُلَحْفَاةٌ (إِشَارَة 1).mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُلَحْفَاةٌ بَحْرِيَّةٌ (إِشَارَة 1).mp4,5.520,138,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُلَّمٌ مُتَحَرِّكٌ.mp4,4.640,116,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُلَّمٌ.mp4,3.280,82,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُورَةٌ.mp4,3.040,76,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُوسْتَة.mp4,3.400,85,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُوقٌ (إِشَارَة 1).mp4,4.000,100,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُوقٌ (إِشَارَة 2).mp4,4.440,111,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُوقٌ (إِشَارَة 3).mp4,3.240,81,25.000
data/raw/vedios-dataset/mosl_videos_dataset_Diverse/سُوقٌ (إِشَارَة 4).mp4,4.720,118,25.000
